,product,review_rating,review_text,word_count,Text,neg,neu,pos,compound,Sentiment
8522,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera quality worth buying phone even paying 30000 rupees camera quality poor pics show grains zooming,26,worth buying even paying 30000 rupee poor pic show grain zooming,0.221,0.643,0.136,-0.296,Negative
8523,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,front rear camera good anyone expect good camera price range but disappointed dissatisfied product,26,front rear anyone expect price range but disappointed dissatisfied,0.519,0.481,0.0,-0.8201,Negative
8524,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery life sufficient per nomral usage tooi recharge 8 9 pm,21,life sufficient per nomral usage tooi recharge 8 9 pm,0.0,1.0,0.0,0.0,Positive
8525,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery life boguslike cheap phoneit gets charge less time discharge way fingerprinton screen takes time,23,life boguslike cheap phoneit get charge le time discharge way fingerprinton screen take time,0.0,1.0,0.0,0.0,Positive
8526,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera quality ok but facing slow charging issue phone 1015 days now taking 2 hours full charge,31,ok but facing slow charging issue 1015 day now taking 2 hour full charge,0.0,0.89,0.11,0.1531,Positive
8527,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,an average product buy oneplus battery life mark,14,an average buy life mark,0.0,1.0,0.0,0.0,Positive
8528,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,its overhyped smartphone there many options available market price range i returned back smartphone company,26,it overhyped smartphone there many option available market price range returned back smartphone company,0.0,1.0,0.0,0.0,Positive
8529,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,okok,3,okok,0.0,1.0,0.0,0.0,Positive
8530,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,i display issue like green tint top nd blue tint bottom may one plus fix update,25,display issue like green tint top nd blue tint bottom may plus fix update,0.0,0.736,0.264,0.5106,Positive
8531,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,phone overall goodbut getting know phone gets heat timewriting review using 2dayeplan returning mobile,24,overall goodbut getting know get heat timewriting review using 2dayeplan returning mobile,0.0,1.0,0.0,0.0,Positive
8532,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,many bugs phone software something hanged rough usage 1 2 seconds,19,many bug software something hanged rough usage 1 2 second,0.0,1.0,0.0,0.0,Positive
8533,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the battery life atleast 4500 mah overall working well heavy games works well phone camera good,25,the life atleast 4500 mah overall working well heavy game work well,0.0,0.704,0.296,0.4939,Positive
8534,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,proceserar slow,4,proceserar slow,0.0,1.0,0.0,0.0,Positive
8535,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,dont buy right lots bug display issue,14,dont buy right lot bug display issue,0.0,1.0,0.0,0.0,Positive
8536,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,good,3,,0.0,0.0,0.0,0.0,Positive
8537,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,everything phone average nothing nothing less however camera continuously crashes using slow motion mode,23,everything average nothing nothing le however continuously crash using slow motion mode,0.197,0.803,0.0,-0.4019,Negative
8538,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,company told camera part like oneplus 8 like oneplus 8 camera this marketing purposes this bad,29,company told part like 8 like 8 this marketing purpose this bad,0.228,0.497,0.276,-0.0323,Negative
8539,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery life charge time good even realmeoppo midrange phones takes less time charge battery life,24,life charge time even realmeoppo midrange phone take le time charge life,0.0,1.0,0.0,0.0,Positive
8540,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,depth macro cameras poor battery drained fastly low build quality overall average phone not worthy,24,depth macro camera poor drained fastly low build overall average not worthy,0.558,0.442,0.0,-0.8445,Negative
8541,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera good 48 mega pixel camera its looks like 21 mega pixel sometimes facing wifi connecting issue,29,48 mega pixel it look like 21 mega pixel sometimes facing wifi connecting issue,0.0,0.839,0.161,0.3612,Positive
8542,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,doesnt feel like 25k phone really honestfeels less premium feels plasticy,17,doesnt feel like 25k really honestfeels le premium feel plasticy,0.19,0.81,0.0,-0.2755,Negative
8543,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,first 2 months working good i getting issues mobile hanging automatically restating blue screen error os corrupted,24,first 2 month working getting issue mobile hanging automatically restating blue screen error o corrupted,0.162,0.838,0.0,-0.4019,Negative
8544,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,seriously didnt expect oneplus worst camera ever and agreen tint issue worth pricing disappointed,23,seriously didnt expect worst ever and agreen tint issue worth pricing disappointed,0.267,0.445,0.289,0.1012,Positive
8545,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,front cam poor quality design look also good,12,front cam poor design look also,0.383,0.617,0.0,-0.4767,Negative
8546,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not mark mentioned specifications,11,not mark mentioned specification,0.0,1.0,0.0,0.0,Positive
8547,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,body speaker quality good speaker volume phone volume low didnt expect much quality effect one plus,27,body speaker speaker volume volume low didnt expect much effect plus,0.174,0.826,0.0,-0.2732,Negative
8548,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera upto oneplus mark it bad after software update became worse previous,21,upto mark it bad after software update became worse previous,0.452,0.548,0.0,-0.765,Negative
8549,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,calculator working properly overall bad phone,12,calculator working properly overall bad,0.467,0.533,0.0,-0.5423,Negative
8550,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,fingerprint face unlock system works quickly every time else mobile good,17,fingerprint face unlock system work quickly every time else mobile,0.0,1.0,0.0,0.0,Positive
8551,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera disaster performance best never settle coming speed nord settled compromised camera,26,disaster performance never settle coming speed nord settled compromised,0.339,0.661,0.0,-0.6249,Negative
8552,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,after usage 15 days blinking display hanging calls its pathetic conditionby spending 30000,18,after usage 15 day blinking display hanging call it pathetic conditionby spending 30000,0.236,0.764,0.0,-0.5719,Negative
8553,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,it value money battery life low 4 screen time cameras bad performing well,29,it value money life low 4 screen time camera bad performing well,0.309,0.442,0.249,-0.2732,Negative
8554,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,there network issues calling proper camera quality poor phone mark,22,there network issue calling proper poor mark,0.341,0.659,0.0,-0.4767,Negative
8555,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,compare mobile one plus less setting options security options dual mode also less,19,compare mobile plus le setting option security option dual mode also le,0.0,0.821,0.179,0.34,Positive
8556,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery usage 90hz drains faster 60hz good overall really worth money hdr,19,usage 90hz drain faster 60hz overall really worth money hdr,0.0,0.804,0.196,0.2944,Positive
8557,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,seems nord performance issues experienced within week delivery hope would resolved next upgrades,22,seems nord performance issue experienced within week delivery hope would resolved next upgrade,0.0,0.705,0.295,0.5574,Positive
8558,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,poor micro camera photos wide angle clear video quality good,19,poor micro photo wide angle clear video,0.29,0.467,0.243,-0.128,Negative
8559,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,its good phone i think automatic call recording added,15,it think automatic call recording added,0.0,1.0,0.0,0.0,Positive
8560,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,calls coming new ie network longer period every day two never faced life,26,call coming new ie network longer period every day two never faced life,0.0,1.0,0.0,0.0,Positive
8561,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera quality good,6,,0.0,0.0,0.0,0.0,Positive
8562,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,writing review using two months,8,writing review using two month,0.0,1.0,0.0,0.0,Positive
8563,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,auto call recording missing nd flagship phone average phone one plus 6 performance,18,auto call recording missing nd flagship average plus 6 performance,0.19,0.69,0.121,-0.2023,Negative
8564,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not bestgood midrange phone specs mentioned paper satisfying results,20,not bestgood midrange spec mentioned paper satisfying result,0.0,0.7,0.3,0.4588,Positive
8565,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,third class camera,5,third class,0.0,1.0,0.0,0.0,Positive
8566,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,good display software performance,8,display software performance,0.0,1.0,0.0,0.0,Positive
8567,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,product quantity good a thread camera module sim card work properly due mobile heating much,24,quantity a thread module sim card work properly due mobile heating much,0.0,1.0,0.0,0.0,Positive
8568,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,low battery life too much time taking charging1hr48m full charge fingerprint scanner slow related models,23,low life too much time taking charging1hr48m full charge fingerprint scanner slow related model,0.139,0.861,0.0,-0.2732,Negative
8569,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,nice phon camera night better,9,nice phon night better,0.0,0.26,0.74,0.6908,Positive
8570,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not worth 30k bad quality,8,not worth 30k bad,0.256,0.307,0.437,0.2924,Positive
8571,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,good product but battery supporting low,9,but supporting low,0.353,0.133,0.513,0.296,Positive
8572,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery drains really quick however turbo charger charge phone 45 mins still many time charge,24,drain really quick however turbo charger charge 45 min still many time charge,0.0,1.0,0.0,0.0,Positive
8573,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,i hve received warrenty card inthe box,10,hve received warrenty card inthe box,0.0,1.0,0.0,0.0,Positive
8574,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,finger print reader normal fast camera good keep brand loyalty one plus one battery life avg,25,finger print reader normal fast keep brand loyalty plus life avg,0.0,0.741,0.259,0.5423,Positive
8575,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery backup poor dont take version i swear battery backup 4 5 hours,21,backup poor dont take version swear backup 4 5 hour,0.253,0.653,0.094,-0.4501,Negative
8576,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,its worst decision i goes hype worth 30k tbh dnt buy many better phones,27,it worst decision go hype worth 30k tbh dnt buy many better phone,0.217,0.529,0.254,-0.0772,Negative
8577,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery low quality drained fast without use please dont buy phone expecting good battery phone,24,low drained fast without use please dont buy expecting,0.522,0.478,0.0,-0.6769,Negative
8578,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,till camera quality oneplus still worst u buying phone camera recommend buy,25,till still worst u buying recommend buy,0.353,0.431,0.216,-0.3818,Negative
8579,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,overall phone good it feels light hand smooth but camera disappointing,24,overall it feel light hand smooth but disappointing,0.347,0.484,0.169,-0.4939,Negative
8580,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the photo clearity phone good im really disappointed 1 nord havent given headphone,26,the photo clearity im really disappointed 1 nord havent given headphone,0.253,0.747,0.0,-0.5256,Negative
8581,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,i facing issue conecting network timemean phone near network facing issue,24,facing issue conecting network timemean near network facing issue,0.0,1.0,0.0,0.0,Positive
8582,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,nice,3,nice,0.0,0.0,1.0,0.4215,Positive
8583,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera n battery worst,6,n worst,0.804,0.196,0.0,-0.6249,Negative
8584,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera disappointing,6,disappointing,1.0,0.0,0.0,-0.4939,Negative
8585,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the camera quality degraded expected company like one plus,15,the degraded expected company like plus,0.301,0.43,0.269,-0.0772,Negative
8586,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not worth 28k,6,not worth 28k,0.454,0.546,0.0,-0.1695,Negative
8587,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera quality poor disappointed i request oneplus give appropriate software support,19,poor disappointed request give appropriate software support,0.481,0.31,0.209,-0.5423,Negative
8588,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,i thought first good display camera n performance good good expected,23,thought first display n performance expected,0.0,1.0,0.0,0.0,Positive
8589,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,quiet irritating issue call gets muted call,15,quiet irritating issue call get muted call,0.333,0.667,0.0,-0.4588,Negative
8590,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,facing bluetooth issue connecting i need reboot everytime connect bluetooth,18,facing bluetooth issue connecting need reboot everytime connect bluetooth,0.0,1.0,0.0,0.0,Positive
8591,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,no attractive look doesnt look premium phone i think price slightly high overall i give 35 5,23,no attractive look doesnt look premium think price slightly high overall give 35 5,0.156,0.844,0.0,-0.3412,Negative
8592,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,poor camera quality,5,poor,1.0,0.0,0.0,-0.4767,Negative
8593,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not upto mark plastic body not expected oneplus they losing standards,17,not upto mark plastic body not expected they losing standard,0.0,0.805,0.195,0.2924,Positive
8594,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,very good things,7,very thing,0.0,1.0,0.0,0.0,Positive
8595,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,expected much,7,expected much,0.0,1.0,0.0,0.0,Positive
8596,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery backup badnot good,7,backup badnot,0.0,1.0,0.0,0.0,Positive
8597,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,front camera good dark and give natural skin toneover good for daily usage,23,front dark and give natural skin toneover for daily usage,0.0,0.783,0.217,0.3612,Positive
8598,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,there technicall issue whenever im open front camera video camera automatically back home screen,21,there technicall issue whenever im open front video automatically back home screen,0.0,1.0,0.0,0.0,Positive
8599,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the mobile good top notch becoming black games mic working pubg lite game,26,the mobile top notch becoming black game mic working pubg lite game,0.0,0.859,0.141,0.2023,Positive
8600,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,1battery drain vety fast,6,1battery drain vety fast,0.0,1.0,0.0,0.0,Positive
8601,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery life verry poor iam verry disppointed 5 hrs running witch standerd usege phone heating,22,life verry poor iam verry disppointed 5 hr running witch standerd usege heating,0.337,0.663,0.0,-0.6808,Negative
8602,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not good i thought product give much quality oneplus provide phones,23,not thought give much provide phone,0.0,1.0,0.0,0.0,Positive
8603,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera performance poor image processing damn slow,13,performance poor image processing damn slow,0.592,0.408,0.0,-0.7003,Negative
8604,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,quite ok product excellent product price display issue big issue daily uses,22,quite ok excellent price display issue big issue daily us,0.0,0.553,0.447,0.7559,Positive
8605,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,phone performance good but camera stable battery also draining fastly not worth,21,performance but stable also draining fastly not worth,0.185,0.556,0.259,0.2025,Positive
8606,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,average phone better oppo vivo dont compare realme mi company garbage,20,average better oppo vivo dont compare realme mi company garbage,0.0,0.756,0.244,0.4404,Positive
8607,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,bit expensive,5,bit expensive,0.0,1.0,0.0,0.0,Positive
8608,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,frount camera performance bad,6,frount performance bad,0.636,0.364,0.0,-0.5423,Negative
8609,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,connate charging starts hote phone price high pofam 10 thousands phone quality like,18,connate charging start hote price high pofam 10 thousand like,0.0,0.783,0.217,0.3612,Positive
8610,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,heating issue,4,heating issue,0.0,1.0,0.0,0.0,Positive
8611,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera mark it capture good image low lights,17,mark it capture image low light,0.296,0.704,0.0,-0.2732,Negative
8612,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,purple tint low brightness,7,purple tint low brightness,0.313,0.299,0.388,0.128,Positive
8613,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,anyone thinking buy oneplus nord plz suggest waste 30k phone plz phone good,25,anyone thinking buy nord plz suggest waste 30k plz,0.246,0.526,0.228,-0.296,Negative
8614,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,defective charger,4,defective charger,0.744,0.256,0.0,-0.4404,Negative
8615,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,average phone,4,average,0.0,1.0,0.0,0.0,Positive
8616,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,aromatically restore pocket,6,aromatically restore pocket,0.0,0.476,0.524,0.296,Positive
8617,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery drains quickly camera average these 2 things could better rest things great,21,drain quickly average these 2 thing could better rest thing great,0.0,0.562,0.438,0.7906,Positive
8618,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,some times im getting system ui respondingeven though 12gb 256,15,some time im getting system ui respondingeven though 12gb 256,0.0,1.0,0.0,0.0,Positive
8619,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,screen blinking split mode side,9,screen blinking split mode side,0.0,1.0,0.0,0.0,Positive
8620,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,front camera bad,5,front bad,0.778,0.222,0.0,-0.5423,Negative
8621,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,its week fingerprint little problem sometimes doesnt work overall nice phone,22,it week fingerprint little problem sometimes doesnt work overall nice,0.372,0.628,0.0,-0.5774,Negative
8622,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,call automatically recording,6,call automatically recording,0.0,1.0,0.0,0.0,Positive
8623,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not impressed front camera very poor picture quality front camera even system updation,20,not impressed front very poor picture front even system updation,0.426,0.574,0.0,-0.7138,Negative
8624,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,no notificationcharging led light battery backup average not long lasting,13,no notificationcharging led light backup average not long lasting,0.216,0.784,0.0,-0.296,Negative
8625,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,in single line paying sub30k options also available,19,in single line paying sub30k option also available,0.0,1.0,0.0,0.0,Positive
8626,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,got device display tint issue alot returning,14,got device display tint issue alot returning,0.0,1.0,0.0,0.0,Positive
8627,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,need improve battery life camera software update everything else good,16,need improve life software update everything else,0.0,0.674,0.326,0.4404,Positive
8628,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,some times fingerprint reader cant work properly,10,some time fingerprint reader cant work properly,0.0,1.0,0.0,0.0,Positive
8629,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,not satisfied camera recording voice worst clicking photographs sometime photo blur,18,not satisfied recording voice worst clicking photograph sometime photo blur,0.446,0.554,0.0,-0.753,Negative
8630,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,price hight featuresthis normal mobile dont extra features,17,price hight featuresthis normal mobile dont extra feature,0.0,1.0,0.0,0.0,Positive
8631,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,camera upto mark phone hang sometime battery life average,14,upto mark hang sometime life average,0.0,1.0,0.0,0.0,Positive
8632,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,cheat camera quality,6,cheat,1.0,0.0,0.0,-0.4588,Negative
8633,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,in price segment get better phones nord,13,in price segment get better phone nord,0.0,0.674,0.326,0.4404,Positive
8634,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,if want op nord drop desire,13,if want op nord drop desire,0.231,0.33,0.44,0.2263,Positive
8635,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery draining fast,7,draining fast,0.0,1.0,0.0,0.0,Positive
8636,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the battery performance good expected facing signal issues phone turning automatically,17,the performance expected facing signal issue turning automatically,0.0,1.0,0.0,0.0,Positive
8637,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,performance good heating issue company work,16,performance heating issue company work,0.0,1.0,0.0,0.0,Positive
8638,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery back bad network internet connectivity issue always heating problem,16,back bad network internet connectivity issue always heating problem,0.47,0.53,0.0,-0.7351,Negative
8639,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery backup good charging seen warp oneplus 7t better nord,16,backup charging seen warp 7t better nord,0.0,0.674,0.326,0.4404,Positive
8640,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,this phone average call record opinion i really soke one plus big brand call record system,21,this average call record opinion really soke plus big brand call record system,0.0,1.0,0.0,0.0,Positive
8641,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,it performing oneplus phones quality both price quality midrange,15,it performing phone both price midrange,0.0,1.0,0.0,0.0,Positive
8642,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,one plus nord battery drain fast,9,plus nord drain fast,0.0,1.0,0.0,0.0,Positive
8643,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,everything average phone nothing feel specialin openion worthy price,18,everything average nothing feel specialin openion worthy price,0.0,0.707,0.293,0.4404,Positive
8644,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,bsttery life fingerprint reader good compared price range,15,bsttery life fingerprint reader compared price range,0.0,1.0,0.0,0.0,Positive
8645,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery drain quickly,5,drain quickly,0.0,1.0,0.0,0.0,Positive
8646,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,the os automatically resets causing start beginning loosing picsvideos music,18,the o automatically reset causing start beginning loosing picsvideos music,0.0,1.0,0.0,0.0,Positive
8647,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,everything good except battery life battery draining fast disappointed battery,16,everything except life draining fast disappointed,0.383,0.617,0.0,-0.4767,Negative
8648,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,iam using one plus 5 new nord good feeling like old device,16,iam using plus 5 new nord feeling like old device,0.0,0.667,0.333,0.4588,Positive
8649,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,poor camera quality,5,poor,1.0,0.0,0.0,-0.4767,Negative
8650,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,very poor battery,5,very poor,0.772,0.228,0.0,-0.5256,Negative
8651,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,so disappointed one plus expecting gift i purchased highest varient 12256,18,so disappointed plus expecting gift purchased highest varient 12256,0.255,0.527,0.218,-0.1263,Negative
8652,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,fingerprint doesnt work fluently battery 4000 era 50006000,15,fingerprint doesnt work fluently 4000 era 50006000,0.0,1.0,0.0,0.0,Positive
8653,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery drined fast,6,drined fast,0.0,1.0,0.0,0.0,Positive
8654,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,ar supported,5,ar supported,0.0,0.303,0.697,0.3182,Positive
8655,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,battery drains quick like oneplus quality except every thing seems fine,19,drain quick like except every thing seems fine,0.0,0.583,0.417,0.5106,Positive
8656,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,dont buy the display pink tint issue amazon return policy,17,dont buy the display pink tint issue amazon return policy,0.0,0.841,0.159,0.1779,Positive
8657,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,display brightness problem still exists low brightnessdisplay gone pink color,14,display brightness problem still exists low brightnessdisplay gone pink color,0.333,0.486,0.181,-0.296,Negative
8658,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,maximum time network problem call connected,9,maximum time network problem call connected,0.351,0.649,0.0,-0.4019,Negative
8659,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,it best,6,it,0.0,1.0,0.0,0.0,Positive
8660,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,functionig finger print nd battery life ok camera quality good expected,18,functionig finger print nd life ok expected,0.0,0.732,0.268,0.296,Positive
8661,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3,this i looking amount hype created much good,22,this looking amount hype created much,0.0,0.714,0.286,0.25,Positive
